"key","source","Translation"
"GEN_GunMiss_01_Loca1","GEN_GunMiss_01_Loca1",""
"GEN_GunMiss_01_Loca2","Damn !","Чорт!"
"GEN_GunMiss_02_Loca1","GEN_GunMiss_02_Loca1",""
"GEN_GunMiss_02_Loca2","(swears)","(лається)"
"GEN_GunOutOfAmmo_01_Loca1","GEN_GunOutOfAmmo_01_Loca1",""
"GEN_GunOutOfAmmo_01_Loca2","Empty…","Порожньо..."
"GEN_GunOutOfAmmo_02_Loca1","GEN_GunOutOfAmmo_02_Loca1",""
"GEN_GunOutOfAmmo_02_Loca2","Damnit!","Прокляття!"
"GEN_Leviathan_BodyIn_01_Loca1","GEN_Leviathan_BodyIn_01_Loca1",""
"GEN_Leviathan_BodyIn_01_Loca2","See.","Дивись."
"GEN_Leviathan_BodyIn_02_Loca1","GEN_Leviathan_BodyIn_02_Loca1",""
"GEN_Leviathan_BodyIn_02_Loca2","Observe.","Спостерігай."
"GEN_Leviathan_BodyIn_03_Loca1","GEN_Leviathan_BodyIn_03_Loca1",""
"GEN_Leviathan_BodyIn_03_Loca2","Contemplate.","Споглядай."
"GEN_Leviathan_BodyIn_04_Loca1","GEN_Leviathan_BodyIn_04_Loca1",""
"GEN_Leviathan_BodyIn_04_Loca2","See throught her eyes.","Дивись її очима."
"GEN_Leviathan_BodyIn_05_Loca1","GEN_Leviathan_BodyIn_05_Loca1",""
"GEN_Leviathan_BodyIn_05_Loca2","What can you see ?","Що ти бачиш?"
"GEN_Lockpick_Fail_Loca1","GEN_Lockpick_Fail_Loca1",""
"GEN_Lockpick_Fail_Loca2","This padlock is too complicated for me...","Цей замок занадто складний для мене..."
"GEN_Lockpick_Success_Loca1","GEN_Lockpick_Success_Loca1",""
"GEN_Lockpick_Success_Loca2","Perfect.","Чудово."
"GEN_Lockpick_TryAgainAfterFail_Loca1","GEN_Lockpick_TryAgainAfterFail_Loca1",""
"GEN_Lockpick_TryAgainAfterFail_Loca2","It's no use; the padlock won't give...","Дідько, не вдалося зламати замок..."
"GEN_Lockpick_TryOpposite_Loca1","GEN_Lockpick_TryOpposite_Loca1",""
"GEN_Lockpick_TryOpposite_Loca2","The door is blocked on the other side...","Двері заблоковані з протилежного боку..."
"GEN_MalleusMonstrorum_01_Loca1","GEN_MalleusMonstrorum_01_Loca1",""
"GEN_MalleusMonstrorum_01_Loca2","iorem ipsum","iorem ipsum"
"GEN_MedicineBooks_Loca1","GEN_MedicineBooks_Loca1",""
"GEN_MedicineBooks_Loca2","Will this prove helpful?","Чи буде це корисно?"
"GEN_MedicineBooks_Loca3","I might need this knowledge...","Можливо, ці знання стануть у пригоді..."
"GEN_MedicineBooks_Loca4","Let's see...","Подивимось..."
"GEN_MedicineBooks_Loca6","hmm","Хмм"
"GEN_OutOfOil_Loca1","GEN_OutOfOil_Loca1",""
"GEN_OutOfOil_Loca2","Damn it...","Трясця..."
"GEN_VariousReactions_Loca1","GEN_VariousReactions_Loca1",""
"GEN_VariousReactions_Loca2","What the...","Що за..."
"GEN_VariousReactions_Loca3","Dammit!","Бляха!"
"GEN_VariousReactions_Loca4","No, no, no!","Ні, ні, ні!"
"GEN_VariousReactions_Loca5","That's impossible!","Це не можливо!"
"GEN_VariousReactions_Loca6","Am I crazy?","Я божеволію?"
"GEN_VariousReactions_Loca7","This is insane....","Це безумство..."
"GEN_VariousReactions_Loca8","(panicking and running)","(панікує і тікає)"
"M01S03_CIN_SUB_Prologue_Loca1","M01S03_CIN_SUB_Prologue_Loca1",""
"M01S03_CIN_SUB_Prologue_Loca2","If I am mad, it is mercy.","Якщо я сказився, то це милосердя."
"M01S03_CIN_SUB_Prologue_Loca3","May the gods pity the man who in his callousness, can remain sane to the hideous end.","Нехай боги змилуються над тим, хто у своїй бездушності здатен зберегти розсудливість аж до страшного кінця."
"M01S03_MON_BeginPlay_Loca1","M01S03_MON_BeginPlay_Loca1",""
"M01S03_MON_BeginPlay_Loca2","What is this place?","Що це за місце?"
"M01S03_MON_BeginPlay_Loca3","And this smell!","І цей запах!"
"M01S03_MON_BigRoom_Loca1","M01S03_MON_BigRoom_Loca1",""
"M01S03_MON_BigRoom_Loca4","Don't fight. You've been chosen.","Не пручайся. Тебе обрали."
"M01S03_MON_ChainedDoor_Loca1","M01S03_MON_ChainedDoor_Loca1",""
"M01S03_MON_ChainedDoor_Loca3","M01S03_MON_ChainedDoor_Loca3",""
"M01S03_MON_ChainedDoor_Loca5","I have to break this chain.","Я повинен розірвати цей ланцюг."
"M01S03_MON_ChainedDoor_Loca4","M01S03_MON_ChainedDoor_Loca4",""
"M01S03_MON_ChainedDoor_Loca6","Won't go through 'til I've gotten rid of this chain.","Не пройду, доки не позбудуся цього ланцюга."
"M01S03_MON_ChainedDoor_Loca2","This heavy chain keeps the gate locked.","Цей важкий ланцюг тримає ворота зачиненими."
"M01S03_MON_DarkRoom_Loca1","M01S03_MON_DarkRoom_Loca1",""
"M01S03_MON_DarkRoom_Loca2","Without light, I won't see much.","Без світла я не побачу багато."
"M01S03_MON_EnterBigRoom_Loca1","M01S03_MON_EnterBigRoom_Loca1",""
"M01S03_MON_EnterBigRoom_Loca4","In my wake, pulled along. Fate inescapably draws you on.","За мною — твій шлях, тебе тягне нездоланна течія. Доля невблаганно веде тебе вперед."
"M01S03_MON_FirstRoom_Loca1","M01S03_MON_FirstRoom_Loca1",""
"M01S03_MON_FirstRoom_Loca2","This stench!","Цей сморід!"
"M01S03_MON_ZoneOrca_Loca1","M01S03_MON_ZoneOrca_Loca1",""
"M01S03_MON_ZoneOrca_Loca4","What a putrid offering.","Яка жалюгідна пропозиція."
"M01S05_AMB_WebsterBeforeLeaving_Loca1","M01S05_AMB_WebsterBeforeLeaving_Loca1",""
"M01S05_AMB_WebsterBeforeLeaving_Loca2","Thank you, Mr Pierce. I didn't expect any less coming from a man in your situation.","Дякувати тобі, містере Пірсе. Я не сподівався на менше від людини у твоєму становищі."
"M01S05_AMB_WebsterLeaves_Loca1","M01S05_AMB_WebsterLeaves_Loca1",""
"M01S05_AMB_WebsterLeaves_Loca2","I wish you luck, Edward Pierce.","Зичу вам удачі, Едварде Пірсе."
"M01S05_AMB_WebsterLeaves_Loca3","Luck and myself, we are not particularly suited.","Удача та я, ми не дуже підходимо одне одному."
"M01S05_CIN_PresentsObjectives_Loca1","M01S05_CIN_PresentsObjectives_Loca1",""
"M01S05_CIN_PresentsObjectives_Loca2","That's all you've got? A painting?","Це все, що у вас є? Картина?"
"M01S05_CIN_PresentsObjectives_Loca3","I placed a file on your desk. It contains everything I have on the affair.","Я поклав файли на вашому столі. Вони містить усе, що я маю про цю справу."
"M01S05_CIN_WebsterLeaves_Loca1","M01S05_CIN_WebsterLeaves_Loca1",""
"M01S05_CIN_WebsterLeaves_Loca3","Something's queer, but it’s not like I have a choice.","Це підозріло, але в мене немає вибору."
"M01S05_CIN_WebsterPartI_Loca1","M01S05_CIN_WebsterPartI_Loca1",""
"M01S05_CIN_WebsterPartI_Loca5","Mister Pierce? Are you still with me?","Містере Пірсе? Ви ще зі мною?"
"M01S05_CIN_WebsterPartI_Loca11","I'm coming.","Я йду."
"M01S05_CIN_WebsterPartI_Loca6","Sir, I came here on the advice of a person whom I hold in high esteem. And I must say that I expected anything but a drunkard’s lair.","Сер, я прийшов сюди за порадою особи, яку я дуже поважаю. І мушу сказати, що я очікував чого завгодно, але не пияцького лігва."
"M01S05_CIN_WebsterPartI_Loca7","You're free to leave anytime, Sir.","Вас тут ніхто не тримає, сер."
"M01S05_CIN_WebsterPartI_Loca8","Do you know to whom you speak?","Ви хоч знаєте із ким говорите?"
"M01S05_CIN_WebsterPartI_Loca9","Stephen Webster. Industrialist and art collector. All of Boston knows you.","Стівен Вебстер. Промисловець і колекціонер мистецтва. Весь Бостон знає вас."
"M01S05_CIN_WebsterPartI_Loca10","Tell me, mister Pierce…","Розкажіть мені, містере Пірсе..."
"M01S05_CIN_WebsterPartII_Loca1","M01S05_CIN_WebsterPartII_Loca1",""
"M01S05_CIN_WebsterPartII_Loca3","I want you to look carefully at this painting. Tell me all the assumptions that come to mind.","Я хочу, щоб ви уважно подивилися на цю картину. Скажіть мені все, що спадає вам на думку."
"M01S05_CIN_WebsterPartII_Loca4","What am I supposed to find?","Що я по-вашому повинен розбачити?"
"M01S05_CIN_WebsterPartII_Loca5","Tell me if this is the work of madness.","Скажіть мені, чи це божевільна робота."
"M01S05_CIN_WebsterPartII_Loca9","Or if on the contrary you manage to detect some logic, a rationality to follow so that I may understand it.","Або якщо навпаки, ви зможете виявити якусь логіку, раціональність, щоб я міг зрозуміти це."
"M01S05_CIN_WebsterPartII_Loca6","Is that all you want from me?","І це все, що ви хочете від мене?"
"M01S05_CIN_WebsterPartII_Loca7","Yes. Please.","Так. Будь ласка."
"M01S05_CIN_WebsterPartII_Loca8","Alright. I'll look at your picture.","Що ж. Я подивлюся на вашу картину."
"M01S05_INT_Character_Creation01_Loca1","M01S05_INT_Character_Creation01_Loca1",""
"M01S05_INT_Character_Creation01_Loca16","I'm listening.","Я слухаю."
"M01S05_INT_Character_Creation01_Loca15","Are you Edward Pierce, private investigator contracted by the Wentworth Detective Agency?","Едвард Пірс, це ж ви приватний детектив, якого найняли Детективне Агентство «Вентворт»?"
"M01S05_INT_Character_Creation01_Loca17","That's correct.","Він самий."
"M01S05_INT_Character_Creation01_Loca19","Hello Mr Pierce. I'm Lucy Sherefield, in charge of investigators over at Wentworth.","Вітаю, містере Пірс. Я Люсі Шерфілд, я опікуюся детективами, які працюють на агентство «Вентворт»."
"M01S05_INT_Character_Creation01_Loca20","I'm calling because of a problem with your file. A fire has destroyed some of our documents.","Я дзвоню, тому що у нас проблема з вашими документами. Під час пожежі частина наших документів була знищена."
"M01S05_INT_Character_Creation01_Loca21","Is that right?","Справді?"
"M01S05_INT_Character_Creation01_Loca22","I'm so very sorry, but I have to collect your personal information yet again.","Мені так прикро, але мені знову доведеться зібрати ваші особисті дані."
"M01S05_INT_Character_Creation02_Loca1","M01S05_INT_Character_Creation02_Loca1",""
"M01S05_INT_Character_Creation02_Loca3","Thank you for this information, Mr Pierce. Our files will soon be up to date.","Дякую за цю інформацію, містере Пірс. Наші архіви скоро будуть оновлені."
"M01S05_INT_Character_Creation02_Loca16","And, on a related matter, may I raise a sensitive question?","І якщо вже ми розмовляємо, чи можу я порушити одне делікатне питання?"
"M01S05_INT_Character_Creation02_Loca2","What's wrong?","Щось не так?"
"M01S05_INT_Character_Creation02_Loca4","As you know, we wish to closely monitor the progress of our contractors.","Як ви знаєте, ми хочемо ретельно відстежувати роботу наших підрядників."
"M01S05_INT_Character_Creation02_Loca17","And it would seem you've been accepting fewer new cases.","І, здається, ви стали брати менше нових справ."
"M01S05_INT_Character_Creation02_Loca9","Work is scarce.","Роботи небагато."
"M01S05_INT_Character_Creation02_Loca13","Mr Pierce, you know as well as I do there's never been more investigative work than now.","Містере Пірс, ви ж знаєте так само добре, як і я: ще ніколи не було стільки роботи для детективів, як зараз."
"M01S05_INT_Character_Creation02_Loca19","But are those cases worth it?","Але чи вони чогось варті?"
"M01S05_INT_Character_Creation02_Loca18","They're worth not losing your licence.","Вони варті того, щоб не втратити ліцензію."
"M01S05_INT_Character_Creation02_Loca14","Show yourself worthy of the Wentworth Detective Agency and we might keep you on the payroll.","Доведіть, що ви гідні працювати у Детективному Агентстві «Вентворт» — і, можливо, ми залишимо вас у штаті."
"M01S05_INT_GlassOfWhisky_Loca1","M01S05_INT_GlassOfWhisky_Loca1",""
"M01S05_INT_GlassOfWhisky_Loca24","M01S05_INT_GlassOfWhisky_Loca24",""
"M01S05_INT_GlassOfWhisky_Loca25","M01S05_INT_GlassOfWhisky_Loca25",""
"M01S05_INT_GlassOfWhisky_Loca26","M01S05_INT_GlassOfWhisky_Loca26",""
"M01S05_INT_GlassOfWhisky_Loca3","M01S05_INT_GlassOfWhisky_Loca3",""
"M01S05_INT_GlassOfWhisky_Loca4","[Have a drink]","[Випити]"
"M01S05_INT_GlassOfWhisky_Loca5","[Don't drink]","[Не пити]"
"M01S05_INT_GlassOfWhisky_Loca9","M01S05_INT_GlassOfWhisky_Loca9",""
"M01S05_INT_GlassOfWhisky_Loca10","[Have a drink]","[Випити]"
"M01S05_INT_GlassOfWhisky_Loca12","[Don't drink]","[Не пити]"
"M01S05_INT_GlassOfWhisky_Loca16","M01S05_INT_GlassOfWhisky_Loca16",""
"M01S05_INT_GlassOfWhisky_Loca17","[Have a drink]","[Випити]"
"M01S05_INT_GlassOfWhisky_Loca19","[Don't drink]","[Не пити]"
"M01S05_INT_ReadBookIslands_Loca1","M01S05_INT_ReadBookIslands_Loca1",""
"M01S05_INT_ReadBookIslands_Loca13","Would you like to look at this book?","Хочете поглянути на цю книгу?"
"M01S05_INT_ReadBookIslands_Loca2","M01S05_INT_ReadBookIslands_Loca2",""
"M01S05_INT_ReadBookIslands_Loca4","Yes","Так"
"M01S05_INT_ReadBookIslands_Loca5","No","Ні"
"M01S05_INT_Webster_01_Loca1","M01S05_INT_Webster_01_Loca1",""
"M01S05_INT_Webster_01_Loca236","Are you capable of handling a new case or are you simply a dead-beat inebriate?","Вам під силу нова справа, чи ви просто ледачий п’яниця?"
"M01S05_INT_Webster_01_Loca327","If you’ve come to me, it means you’re desperate.","Раз ви прийшли до мене — значить, ви у відчаї."
"M01S05_INT_Webster_01_Loca328","Nobody believes me! They take me for an old fool!","Ніхто мені не вірить! Усі вважають мене старим дурнем!"
"M01S05_INT_Webster_01_Loca330","Sarah, my little girl. She is dead.","Сара, моя дівчинка. Вона мертва."
"M01S05_INT_Webster_01_Loca339","Even you must know of her: she was Sarah Hawkins.","Навіть ви мусите про неї знати: це була Сара Гокінс."
"M01S05_INT_Webster_01_Loca340","The painter? Yes, everyone knows her work.","Художниця? Так, всі знають її роботи."
"M01S05_INT_Webster_01_Loca334","The police accuse her of killing her family.","Поліція звинувачує її у вбивстві власної сім’ї."
"M01S05_INT_Webster_01_Loca341","They all died in a fire. Sarah, her husband and Simon, my grandson.","Усі вони загинули у пожежі. Сара, її чоловік і Саймон, мій онук."
"M01S05_INT_Webster_01_Loca329","I can't do anything for a woman who is already dead.","Я нічим не можу допомогти жінці, яка вже мертва."
"M01S05_INT_Webster_01_Loca319","Find out the truth. They say she was mad, but I know that's a lie.","З’ясуйте правду. Кажуть, вона збожеволіла, але я знаю — це брехня."
"M01S05_INT_Webster_01_Loca342","She would never have done such a thing.","Вона ніколи б не зробила такого."
"M01S05_INT_Webster_01_Loca337","But if you have no proof…","Але якщо у вас немає доказів..."
"M01S05_INT_Webster_01_Loca214","I've brought all that I have. Look.","Я приніс усе, що маю. Подивіться."
"M01S05_INT_Webster_02_Loca1","M01S05_INT_Webster_02_Loca1",""
"M01S05_INT_Webster_02_Loca153","M01S05_INT_Webster_02_Loca153",""
"M01S05_INT_Webster_02_Loca154","Take your time to look at what I brought you, Mr Pierce.","Не поспішайте, уважно дослідіть те, що я вам приніс, містере Пірс."
"M01S05_INT_Webster_02_Loca50","So, Mr Pierce, what do you make of these elements?","Тож, містере Пірс, що ви думаєте про ці матеріали?"
"M01S05_INT_Webster_02_Loca53","M01S05_INT_Webster_02_Loca53",""
"M01S05_INT_Webster_02_Loca55","You shouldn’t take this painting lightly.","Не слід недооцінювати цю картину."
"M01S05_INT_Webster_02_Loca86","The meaning could be exactly as it appears.","Її зміст може бути саме таким, яким здається."
"M01S05_INT_Webster_02_Loca119","I think your daughter is sending you a message.","Думаю, ваша донька намагається вам на щось натякнути."
"M01S05_INT_Webster_02_Loca120","That's what I believe too. It was three months ago that I received the call from the police telling me of my daughters death.","Я теж так вважаю. Три місяці тому мені подзвонила поліція і повідомила про її смерть."
"M01S05_INT_Webster_02_Loca174","And yet a short while after, this painting was delivered to my home.","А вже за деякий час після того цю картину доставили до мого дому."
"M01S05_INT_Webster_02_Loca176","The painting is linked to this case, can't you see? You must find the meaning behind all this.","Ця картина пов’язана зі справою, хіба ви не бачите? Ви повинні з'ясувати її значення."
"M01S05_INT_Webster_02_Loca175","M01S05_INT_Webster_02_Loca175",""
"M01S05_INT_Webster_02_Loca167","You’re asking the wrong guy.","Ви звернулися не за тою адресою."
"M01S05_INT_Webster_02_Loca168","I'm a private investigator, not an art critic.","Я приватний детектив, а не мистецтвознавець."
"M01S05_INT_Webster_02_Loca178","I guess you're not as clever as you think, then.","Виходить, ви не такий кмітливий, як про себе думаєте."
"M01S05_INT_Webster_02_Loca180","M01S05_INT_Webster_02_Loca180",""
"M01S05_INT_Webster_02_Loca56","Where did Sarah Hawkins live?","Де жила Сара Гокінс?"
"M01S05_INT_Webster_02_Loca87","Darkwater. Never heard of the place. Where is that?","Дарквотер. Ніколи не чув про таке місце. Де це?"
"M01S05_INT_Webster_02_Loca177","It's a small, remote island off the coast of Boston. Sarah lived there with her son and her husband.","Це маленький віддалений острів біля узбережжя Бостона. Сара жила там зі своїм сином і чоловіком."
"M01S05_INT_Webster_02_Loca183","I suppose you want to ship me off there.","Гадаю, ви хочете, щоб я туди відправився."
"M01S05_INT_Webster_02_Loca182","Darkwater holds the secret regarding my daughter, Mr Pierce. You must uncover it.","Дарквотер зберігає таємницю, пов’язану з моєю дочкою, містере Пірс. Ви мусите розкрити її."
"M01S05_INT_Webster_02_Loca90","M01S05_INT_Webster_02_Loca90",""
"M01S05_INT_Webster_02_Loca161","[Find out about warehouse 36]","[Дізнатися про склад 36]"
"M01S05_INT_Webster_02_Loca162","The sender's label mentions ""Warehouse 36"".","На етиКітці відправника вказано «Склад 36»."
"M01S05_INT_Webster_02_Loca209","That's right. It came with Sarah's last painting.","Так. Вона була наклеєна на останній картині Сари."
"M01S05_INT_Webster_02_Loca216","And you think your daughter could have been the sender.","І ви думаєте, що відправницею могла бути ваша донька?"
