"key","source","Translation"
"F0EB3B4A47F711E74AF4EAB5DE53AFCA","August, the 21th 1924Mom is acting stranger and stranger every day. She never stops working. Sometimes she paints all night by lamp light. I don’t like her new stuff, it’s creepy. Beardy loves it.Today she screamed at me for no reason and locked herself in her studio. I heard her crying but there was nothing I could do.I HATE THIS ISLAND.I want us to leave together, just Mom and me.I want my real dad back.I miss him so much even though I don’t even remember him.At the center of my houseIt squeaks like a mouseYou can walk on it with graceBut you’ll never find my secret place.","21-ше серпня 1924 року Мама стає все дивнішою з кожним днем. Вона ніколи не припиняє працювати. Іноді вона малює всю ніч при світлі лампи. Мені не подобаються її нові роботи, вони страшні. Бороданю вони дуже подобаються. Сьогодні вона накричала на мене без причини і замкнулась у своїй майстерні. Я чув, як вона плакала, але я не міг нічого зробити. Я НЕНАВИДЖУ ЦЕЙ ОСТРІВ. Я хочу, щоб ми поїхали разом, тільки мама і я. Я хочу, щоб мій справжній тато повернувся. Я так за ним сумую, хоч я і не пам'ятаю його. У центрі мого дому воно піщить, як миша. Ти можеш шукати скільки завгодно. Але ти ніколи не знайдеш моє секретне місце."
"AF94193E45C94BB4CFB46CBE41DC41B3","Simon's diary page 4","Щоденник Саймона, сторінка 4"
"783893A04B23D5F38F50B097F6228F24","A .45 Colt bullet for the Smith & Wesson M1917.","Куля .45 Colt для револьверу Smith & Wesson M1917."
"F5FE919347972815B74C82AD669D7176","Colt bullet","Куля для Colt"
"E8176C1849E937AB89D9819BC72516DB","A revolver bullet","Револьверна куля"
"2789AA864C0D09E635EDD38CA8D0EE3C","Revolver bullet","Револьверна куля"
"B52C9ACF42BEE6AE54E8818C54DF66AE","Record cylinder","Звукозаписний циліндр"
"31EAEC06435F600D3939B2B53188CA31","ITEM_CYLINDER_DESCRIPTION",""
"87F21FD246053DF044FC1D995650513A","ITEM_CYLINDER_LONGDESCRIPTION",""
"68F267B94E84979AA371CC9D11E62EFF","Cylinder Drake to Sarah","Циліндр Дрейка для Сари"
"E28572FE4B537C1C9FED3A9D3FC58A3B","Extra description shown when listened","Додатковий опис відображається під час прослуховування"
"8389F285445A77E501A3AE98F184D748","Record cylinder","Звукозаписний циліндр"
"866E4B0C42961726A743C3ADD3968F32","Cylinder","Циліндр"
"F098910B4EF3C438E501479DF35D0E2A","ITEM_CYLINDER_DESCRIPTION",""
"93FB4BAE49C12C71F064BFB17DD7CD91","ITEM_CYLINDER_LONGDESCRIPTION",""
"86026C6840FB6AB69DBE1780455E4967","Cylinder Sarah to drake","Циліндр Сари для Дрейка"
"785907244B166F0F4FD8AE831F06AFAE","An item where you can you use skill for more clues","Застосування навички дозволяє дізнатися більше про предмет, щоб отримати більше доказів"
"C1B92D034BB132A6C47212869EBFAB45","An item where you can you use skill for more clues","Застосування навички дозволяє дізнатися більше про предмет, щоб отримати більше доказів"
"E50146DB40C62DEB651C48823A3D15CB","Item deduction skill","Аналіз предмета"
"5A7984D4417C6088A4EA1DBAFEA4592C","An item where you can you use skill for more clues","Застосування навички дозволяє дізнатися більше про предмет, щоб отримати більше доказів"
"E3E095A84BBB5DBA810C8BA3CF6272FB","An item where you can you use skill for more clues","Застосування навички дозволяє дізнатися більше про предмет, щоб отримати більше доказів"
"87EC24D1420F7CA71103D38E5127B293","Item deduction skill","Аналіз предмета"
"994CD06548B7F861FE2CEBB61E125FEA","An item where you can you use skill for more clues","Застосування навички дозволяє дізнатися більше про предмет, щоб отримати більше доказів"
"9F1F0FD44E6B8AFD5C863697F21C14C1","An item where you can you use skill for more clues","Застосування навички дозволяє дізнатися більше про предмет, щоб отримати більше доказів"
"C90CC90B45DE8D451B7829A17C71E88B","Item deduction skill","Аналіз предмета"
"A3B6F0A4473302EF7F369FA7C7D85104","An item where you can you use skill for more clues","Застосування навички дозволяє дізнатися більше про предмет, щоб отримати більше доказів"
"4C77A2DA4BB3AB7AF52C4692921FB624","An item where you can you use skill for more clues","Застосування навички дозволяє дізнатися більше про предмет, щоб отримати більше доказів"
"5AB21E3B4043A83F92D85DA4E4E907E4","Item deduction skill","Аналіз предмета"
"9E8C2584470C527BFBA58585046D025A","Hook","Виявити зачіпку"
"C54AA5C04FE6A7CD22577AB58E56F575","Hook","Виявити зачіпку"
"36EE954F48B23A1FF4D3338AFCA9746E","Hook","Виявити зачіпку"
"F08125F54776395C197ED9B79C6B41A8","It is strange to see this kind of lamp in a mansion. It's still hot, it might have been used recently.","Дивно бачити таку лампу в маєтку. Вона ще гаряча, можливо, її нещодавно використовували."
"73CB25F94FA43ED01A384BA90CD5F948","Old hurricane lamp, still working. I've just got to be careful; it burns a lot of oil.","Стара гасова лампа, все ще працює. Треба тільки бути розсудливим, вона спалює багато палива."
"A6E198304103DAE1A603C396885B410A","Hurricane lamp","Гасова лампа"
"CA93970844D736A6495F29998EC6FB59","It is strange to see this kind of lamp in a mansion. It's still hot, it might have been used recently.","Дивно бачити таку лампу в маєтку. Вона ще гаряча, можливо, її нещодавно використовували."
"2B9ADCDF4508F8C151010E8382D976F1","A hurricane lamp, still in working condition. I've got to be careful; it burns a lot of oil.","Стара гасова лампа, все ще працює. Треба тільки бути розсудливим, вона спалює багато палива."
"EB4A3CE241011FCFA502CB84376A4CA6","Hurricane lamp","Гасова лампа"
